Case ID,cluster,Sequence
8002600,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8002600,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8010563,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8010563,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8018636,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8018636,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8031855,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8031855,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8032369,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8032369,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8037994,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_permanently_suspended phase_application_received phase_asked_additional_information phase_additional_information_received phase_permanently_suspended
8037994,0-beforeDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_permanently_suspended phase_application_received phase_asked_additional_information phase_additional_information_received phase_permanently_suspended
8048016,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8048016,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8048554,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8048554,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8049473,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken
8049473,0-beforeDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken
8084556,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8095237,0-beforeDrift2_cutwindow0,phase_application_received phase_application_received
8098090,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8100016,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received
8101674,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent
8101796,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_decision_sent
8120893,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_decision_sent
8133636,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8138488,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8139165,0-beforeDrift2_cutwindow0,phase_application_received phase_procedure_term_suspended phase_application_received phase_procedure_term_suspended
8143778,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8158985,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8166148,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8169653,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known
8170334,0-drift2_cutwindow0,phase_application_received phase_procedure_extended phase_application_receptive phase_advice_known phase_application_received phase_procedure_extended phase_application_receptive phase_advice_known
8170334,0-drift2_cutwindow20,phase_application_received phase_procedure_extended phase_application_receptive phase_advice_known phase_application_received phase_procedure_extended phase_application_receptive phase_advice_known
8170334,0-drift2_cutwindow50,phase_application_received phase_procedure_extended phase_application_receptive phase_advice_known phase_application_received phase_procedure_extended phase_application_receptive phase_advice_known
8172765,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_procedure_extended phase_decision_ready phase_decision_taken phase_decision_sent
8173441,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8174039,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent
8174727,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8175378,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8176037,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8178236,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_additional_information_received
8178236,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_additional_information_received
8178236,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_additional_information_received
8178932,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known
8178932,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known
8178932,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known
8179580,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent
8179580,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent
8179580,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent
8183350,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8183350,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8183350,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8185315,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8185315,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8185315,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8186557,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8186557,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8186557,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8188644,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_procedure_term_suspended phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_procedure_term_suspended phase_decision_ready phase_decision_taken phase_decision_sent
8188644,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_procedure_term_suspended phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_procedure_term_suspended phase_decision_ready phase_decision_taken phase_decision_sent
8188644,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_procedure_term_suspended phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_procedure_term_suspended phase_decision_ready phase_decision_taken phase_decision_sent
8189276,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
8189276,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
8189276,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
8191603,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8191603,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8191603,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8194827,0-afterDrift2_cutwindow0,phase_application_received phase_application_received
8194827,0-afterDrift2_cutwindow20,phase_application_received phase_application_received
8194827,0-afterDrift2_cutwindow50,phase_application_received phase_application_received
8202649,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8202649,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8202649,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8244287,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8244287,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8244287,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8255172,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_application_received phase_application_receptive phase_advice_known phase_decision_ready
8255172,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_application_received phase_application_receptive phase_advice_known phase_decision_ready
8255172,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_application_received phase_application_receptive phase_advice_known phase_decision_ready
8257352,0-afterDrift2_cutwindow0,phase_application_received phase_procedure_prematurely_terminated phase_application_received phase_procedure_prematurely_terminated
8257352,0-afterDrift2_cutwindow20,phase_application_received phase_procedure_prematurely_terminated phase_application_received phase_procedure_prematurely_terminated
8257352,0-afterDrift2_cutwindow50,phase_application_received phase_procedure_prematurely_terminated phase_application_received phase_procedure_prematurely_terminated
8264335,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8264335,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8264335,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8298529,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8298529,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8298529,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8322327,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
8322327,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
8322327,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
8325351,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_received phase_asked_additional_information phase_additional_information_received
8325351,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_received phase_asked_additional_information phase_additional_information_received
8325351,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_received phase_asked_additional_information phase_additional_information_received
8332566,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8332566,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8332566,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8333097,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8333097,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8333097,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8333663,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8333663,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8333663,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8335155,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8335155,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8335155,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8335787,0-afterDrift2_cutwindow0,phase_application_received phase_application_received
8335787,0-afterDrift2_cutwindow20,phase_application_received phase_application_received
8335787,0-afterDrift2_cutwindow50,phase_application_received phase_application_received
8338531,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8338531,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8338531,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8340422,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8340422,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8340422,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8341160,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8341160,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8341160,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8342008,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8342008,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8342008,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8348708,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8348708,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8348708,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8348847,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8348847,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8348847,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8349412,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8349412,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8349412,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8350940,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8350940,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
